"","V1","V2","V3","V4","V5"
"4112","s","s","s","c","s"
"4113","sw","sw","sw","sw","sw"
"4114","s","s","s","sw","s"
"4115","s","sw","s","s","s"
"4116","sw","sw","s","sw","sw"
"4117","sw","sw","sw","sw","sw"
"4118","sw","s","s","sw","sw"
"4119","sw","s","s","sw","s"
"4120","sw","s","s","sw","s"
"4121","sw","sw","sw","s","s"
"4122","c","c","s","sw","sw"
"4123","sw","sw","s","sw","s"
"4124","c","s","s","s","sw"
"4125","s","s","s","s","s"
"4126","sw","s","c","s","c"
"4127","s","c","s","s","sw"
"4128","sw","sw","sw","sw","s"
"4129","s","s","c","s","s"
"4130","s","s","s","s","sw"
"4131","s","s","sw","s","sw"
"4132","sw","sw","sw","sw","s"
"4133","s","s","sw","s","s"
"4134","s","sw","sw","sw","sw"
"4135","sw","sw","s","sw","sw"
"4136","s","s","sw","sw","sw"
"4137","s","s","s","sw","sw"
"4138","sw","sw","s","sw","sw"
"4139","sw","sw","s","s","sw"
"4140","sw","s","s","s","s"
"4141","s","s","s","c","c"
"4142","c","s","sw","sw","s"
"4143","sw","sw","s","sw","sw"
"4144","sw","sw","sw","sw","s"
"4145","s","s","sw","s","s"
"4146","s","sw","sw","sw","sw"
"4147","sw","sw","sw","s","s"
"4148","sw","sw","s","c","s"
"4149","sw","sw","sw","s","sw"
"4150","s","s","s","sw","sw"
"4151","sw","sw","s","s","sw"
"4152","s","s","s","sw","sw"
"4153","s","s","sw","s","sw"
"4154","s","s","s","sw","sw"
"4155","s","s","c","s","s"
"4156","s","s","sw","sw","s"
"4157","sw","s","c","s","sw"
"4158","sw","s","s","c","c"
"4159","s","s","sw","s","sw"
"4160","sw","s","s","s","sw"
"4161","sw","sw","s","sw","sw"
"4162","s","s","sw","s","c"
"4163","c","s","s","sw","sw"
"4164","s","sw","sw","sw","s"
"4165","sw","sw","sw","sw","sw"
"4166","sw","sw","s","sw","sw"
"4167","sw","sw","sw","sw","s"
"4168","s","sw","s","s","sw"
"4169","s","s","sw","s","sw"
"4170","s","s","s","sw","sw"
"4171","sw","sw","sw","s","s"
"4172","s","s","sw","s","sw"
"4173","sw","s","c","c","s"
"4174","s","sw","s","s","s"
"4175","s","s","sw","sw","s"
"4176","sw","sw","s","s","sw"
"4177","sw","s","s","s","s"
"4178","sw","sw","s","c","c"
"4179","s","s","s","sw","s"
"4180","s","sw","sw","s","s"
"4181","sw","sw","sw","sw","s"
"4182","s","sw","s","sw","s"
"4183","s","s","s","s","s"
"4184","c","s","sw","s","s"
"4185","s","s","c","s","sw"
"4186","sw","sw","s","s","sw"
"4187","sw","s","c","s","sw"
"4188","s","sw","s","s","s"
"4189","s","s","s","c","s"
"4190","s","sw","sw","s","sw"
"4191","sw","sw","sw","s","s"
"4192","s","c","s","c","s"
"4193","sw","sw","sw","sw","sw"
"4194","sw","sw","sw","s","sw"
"4195","sw","sw","sw","sw","sw"
"4196","sw","sw","s","s","s"
"4197","s","s","s","s","sw"
"4198","s","s","sw","sw","sw"
"4199","sw","sw","sw","s","sw"
"4200","s","s","s","sw","s"
"4201","s","s","s","sw","s"
"4202","s","sw","sw","s","sw"
"4203","sw","s","sw","sw","s"
"4204","s","s","sw","sw","sw"
"4205","s","s","s","s","sw"
"4206","s","s","s","sw","sw"
"4207","s","sw","s","c","c"
"4208","c","s","sw","s","s"
"4209","sw","s","sw","sw","s"
"4210","s","s","sw","s","s"
"4211","sw","s","sw","sw","sw"
"4212","sw","sw","sw","sw","s"
"4213","s","s","c","s","s"
"4214","s","sw","s","sw","s"
"4215","c","s","s","sw","sw"
"4216","sw","s","s","s","s"
"4217","sw","s","s","s","s"
"4218","s","sw","sw","s","s"
"4219","sw","s","s","sw","sw"
"4220","s","sw","sw","sw","s"
"4221","s","c","c","c","c"
"4222","s","c","s","c","s"
"4223","s","s","sw","sw","sw"
"4224","sw","s","sw","sw","sw"
"4225","sw","s","sw","sw","sw"
"4226","s","s","s","s","s"
"4227","sw","s","sw","s","s"
"4228","sw","s","sw","sw","sw"
"4229","s","sw","sw","sw","sw"
"4230","sw","sw","s","s","sw"
"4231","s","sw","sw","sw","s"
"4232","sw","sw","sw","sw","s"
"4233","s","c","c","s","sw"
"4234","s","s","c","s","sw"
"4235","sw","sw","sw","sw","sw"
"4236","s","s","sw","sw","sw"
"4237","sw","sw","sw","s","sw"
"4238","sw","s","s","sw","sw"
"4239","sw","s","s","sw","sw"
"4240","sw","sw","sw","s","s"
"4241","s","s","sw","sw","s"
"4242","sw","sw","s","s","s"
"4243","sw","s","s","s","sw"
"4244","s","s","s","s","c"
"4245","s","s","s","s","sw"
"4246","s","sw","sw","sw","sw"
"4247","sw","s","sw","sw","s"
"4248","sw","sw","sw","sw","s"
"4249","s","s","sw","sw","sw"
"4250","s","s","s","s","sw"
"4251","sw","s","sw","sw","sw"
"4252","s","s","s","s","s"
"4253","sw","sw","s","sw","sw"
"4254","sw","s","sw","sw","sw"
"4255","sw","sw","sw","sw","s"
"4256","s","sw","sw","s","s"
"4257","s","s","sw","sw","sw"
"4258","sw","sw","s","c","s"
"4259","sw","sw","s","s","sw"
"4260","sw","s","sw","sw","s"
"4261","sw","s","sw","s","c"
"4262","s","sw","s","sw","sw"
"4263","sw","sw","s","sw","sw"
"4264","sw","sw","s","sw","s"
"4265","sw","s","sw","sw","sw"
"4266","s","sw","s","s","s"
"4267","s","s","s","s","sw"
"4268","s","sw","sw","sw","sw"
"4269","s","s","sw","sw","sw"
"4270","s","s","s","sw","s"
"4271","s","s","sw","s","s"
"4272","s","sw","s","s","s"
"4273","s","sw","s","sw","s"
"4274","sw","s","s","sw","s"
"4275","s","s","s","s","sw"
"4276","s","sw","sw","s","s"
"4277","s","s","sw","sw","sw"
"4278","sw","s","sw","sw","sw"
"4279","sw","sw","sw","s","s"
"4280","s","s","c","s","c"
"4281","s","s","c","s","s"
"4282","sw","s","sw","sw","sw"
"4283","sw","s","sw","sw","sw"
"4284","sw","sw","sw","sw","sw"
"4285","s","s","s","s","sw"
"4286","s","sw","s","s","s"
"4287","sw","sw","sw","s","s"
"4288","c","s","s","s","c"
"4289","s","s","sw","sw","s"
"4290","sw","sw","sw","s","s"
"4291","s","s","s","sw","sw"
"4292","sw","sw","s","s","s"
"4293","sw","sw","sw","sw","s"
"4294","sw","sw","sw","s","s"
"4295","s","sw","s","s","s"
"4296","sw","sw","s","s","s"
"4297","sw","s","sw","sw","s"
"4298","sw","s","s","s","c"
"4299","s","sw","s","s","sw"
"4300","sw","sw","s","sw","sw"
"4301","sw","sw","s","s","s"
"4302","s","s","s","s","sw"
"4303","s","s","sw","sw","sw"
"4304","sw","sw","s","s","sw"
"4305","sw","sw","sw","sw","s"
"4306","sw","s","sw","sw","s"
"4307","sw","sw","sw","s","s"
"4308","s","sw","sw","sw","sw"
"4309","s","c","s","s","sw"
"4310","s","sw","s","c","s"
"4311","s","s","sw","sw","sw"
"4312","s","s","s","s","sw"
"4313","s","sw","s","s","s"
"4314","sw","s","sw","sw","sw"
"4315","sw","sw","sw","sw","s"
"4316","sw","s","s","c","c"
"4317","c","s","s","s","s"
"4318","c","s","s","s","sw"
"4319","sw","sw","sw","sw","sw"
"4320","sw","s","s","sw","sw"
"4321","sw","sw","s","sw","s"
"4322","sw","sw","s","s","sw"
"4323","sw","s","s","c","s"
"4324","s","s","s","s","sw"
"4325","sw","sw","s","sw","sw"
"4326","sw","sw","s","s","s"
"4327","sw","s","sw","sw","sw"
"4328","s","s","s","sw","s"
"4329","s","s","s","sw","sw"
"4330","s","s","c","s","sw"
"4331","s","s","sw","sw","sw"
"4332","s","s","sw","s","s"
"4333","sw","s","s","s","sw"
"4334","sw","s","s","sw","sw"
"4335","sw","s","sw","sw","s"
"4336","sw","sw","s","sw","sw"
"4337","s","sw","s","s","sw"
"4338","sw","sw","sw","s","sw"
"4339","s","sw","sw","sw","sw"
"4340","s","s","sw","sw","s"
"4341","c","c","s","s","sw"
"4342","s","s","sw","sw","sw"
"4343","sw","sw","sw","s","s"
"4344","sw","s","s","sw","sw"
"4345","sw","sw","s","s","s"
"4346","c","c","s","s","s"
"4347","s","s","s","s","s"
"4348","s","s","s","s","s"
"4349","c","s","c","s","sw"
"4350","sw","sw","sw","sw","s"
"4351","s","s","s","sw","s"
"4352","s","s","sw","s","s"
"4353","sw","sw","sw","sw","s"
"4354","c","c","c","c","s"
"4355","sw","s","s","s","sw"
"4356","s","s","sw","s","sw"
"4357","sw","s","c","s","s"
"4358","s","s","s","sw","s"
"4359","sw","sw","sw","sw","s"
"4360","sw","sw","s","sw","s"
"4361","s","s","s","sw","sw"
"4362","s","s","s","s","s"
"4363","sw","s","sw","sw","s"
"4364","sw","s","sw","sw","sw"
"4365","s","sw","sw","sw","sw"
"4366","sw","s","s","sw","sw"
"4367","sw","sw","s","s","sw"
"4368","sw","sw","s","sw","sw"
"4369","sw","s","s","s","s"
"4370","s","c","s","sw","s"
"4371","s","s","s","s","s"
"4372","s","c","s","sw","sw"
"4373","s","sw","sw","s","s"
"4374","sw","sw","sw","s","s"
"4375","sw","s","s","sw","sw"
"4376","sw","sw","sw","sw","sw"
"4377","sw","sw","s","sw","s"
"4378","s","s","sw","s","s"
"4379","s","sw","sw","sw","sw"
"4380","sw","sw","s","s","sw"
"4381","sw","sw","sw","s","c"
"4382","s","c","c","s","s"
"4383","c","s","s","s","sw"
"4384","s","c","c","s","sw"
"4385","sw","sw","sw","sw","sw"
"4386","s","sw","sw","s","c"
"4387","s","sw","s","c","c"
"4388","s","c","s","sw","sw"
"4389","s","c","c","c","s"
"4390","s","s","s","s","s"
"4391","sw","sw","sw","sw","sw"
"4392","sw","sw","sw","sw","s"
"4393","sw","sw","s","s","s"
"4394","sw","sw","sw","sw","sw"
"4395","sw","s","sw","s","sw"
"4396","sw","sw","sw","sw","s"
"4397","s","sw","s","sw","s"
"4398","s","s","s","c","s"
"4399","sw","sw","sw","sw","s"
"4400","sw","s","s","sw","s"
"4401","s","s","sw","s","sw"
"4402","sw","s","sw","s","sw"
"4403","s","sw","s","s","s"
"4404","s","sw","sw","s","s"
"4405","c","s","sw","sw","sw"
"4406","sw","s","sw","sw","s"
"4407","sw","sw","sw","s","s"
"4408","sw","sw","s","sw","s"
"4409","sw","s","sw","s","s"
"4410","s","s","sw","s","sw"
"4411","sw","sw","s","s","s"
"4412","sw","sw","sw","s","s"
"4413","sw","sw","sw","sw","s"
"4414","s","sw","s","sw","s"
"4415","c","s","sw","s","sw"
"4416","sw","sw","sw","sw","s"
"4417","sw","s","s","sw","sw"
"4418","sw","sw","sw","sw","s"
"4419","sw","sw","s","sw","sw"
"4420","s","s","s","s","s"
"4421","sw","s","sw","s","sw"
"4422","s","s","s","s","s"
"4423","c","s","s","s","sw"
"4424","sw","s","s","sw","sw"
"4425","s","s","s","s","s"
"4426","s","s","s","s","c"
"4427","s","sw","sw","s","sw"
"4428","sw","s","s","sw","sw"
"4429","s","sw","sw","s","s"
"4430","s","s","s","s","s"
"4431","sw","sw","sw","s","s"
"4432","s","s","s","s","sw"
"4433","s","s","s","sw","sw"
"4434","sw","sw","sw","s","sw"
"4435","sw","s","sw","sw","s"
"4436","s","s","sw","sw","sw"
"4437","s","s","s","s","s"
"4438","sw","sw","sw","s","sw"
"4439","s","c","c","c","c"
"4440","s","sw","sw","sw","s"
"4441","sw","sw","sw","sw","sw"
"4442","s","sw","sw","sw","s"
"4443","s","sw","s","sw","sw"
"4444","s","s","s","sw","s"
"4445","s","sw","sw","sw","s"
"4446","sw","sw","s","s","sw"
"4447","sw","sw","s","sw","s"
"4448","s","sw","s","s","sw"
"4449","s","s","s","sw","s"
"4450","sw","s","s","s","s"
"4451","s","s","s","s","s"
"4452","s","s","s","s","sw"
"4453","sw","s","sw","sw","s"
"4454","s","s","sw","s","sw"
"4455","s","s","sw","s","c"
"4456","s","s","s","sw","sw"
"4457","s","sw","sw","sw","s"
"4458","sw","sw","sw","s","sw"
"4459","sw","sw","sw","sw","s"
"4460","s","s","sw","sw","sw"
"4461","sw","sw","sw","sw","sw"
"4462","sw","sw","sw","sw","s"
"4463","s","s","sw","sw","sw"
"4464","s","sw","sw","sw","s"
"4465","s","c","s","sw","sw"
"4466","sw","sw","s","sw","s"
"4467","sw","sw","s","c","s"
"4468","sw","s","sw","s","sw"
"4469","s","sw","sw","sw","sw"
"4470","s","s","c","s","c"
"4471","s","sw","sw","sw","sw"
"4472","sw","s","sw","sw","s"
"4473","sw","s","sw","s","c"
"4474","c","c","s","s","s"
"4475","sw","sw","s","c","s"
"4476","sw","sw","s","sw","sw"
"4477","sw","sw","s","s","s"
"4478","sw","sw","s","c","s"
"4479","c","c","s","sw","sw"
"4480","s","sw","sw","sw","sw"
"4481","sw","s","sw","sw","sw"
"4482","s","s","sw","sw","s"
"4483","sw","sw","sw","s","sw"
"4484","sw","sw","s","s","s"
"4485","sw","sw","sw","s","sw"
"4486","s","sw","sw","sw","s"
"4487","s","sw","sw","sw","s"
"4488","s","s","s","s","sw"
"4489","s","sw","sw","sw","sw"
"4490","sw","s","s","s","sw"
"4491","s","s","s","c","c"
"4492","s","sw","s","sw","s"
"4493","s","s","s","s","sw"
"4494","s","c","s","s","s"
"4495","s","s","sw","sw","s"
"4496","s","sw","s","s","sw"
"4497","sw","sw","s","s","c"
"4498","s","sw","s","sw","sw"
"4499","s","sw","s","s","s"
"4500","s","sw","s","sw","sw"
"4501","s","s","sw","sw","sw"
"4502","s","s","s","s","s"
"4503","c","c","s","c","s"
"4504","sw","s","s","s","sw"
"4505","sw","sw","sw","s","sw"
"4506","sw","s","s","sw","sw"
"4507","sw","sw","sw","sw","s"
"4508","sw","sw","sw","sw","sw"
"4509","s","s","s","sw","sw"
"4510","sw","sw","s","sw","sw"
"4511","s","s","sw","sw","s"
"4512","s","s","c","s","c"
"4513","c","s","sw","s","sw"
"4514","sw","sw","sw","s","sw"
"4515","s","sw","sw","sw","sw"
"4516","sw","s","sw","s","sw"
"4517","s","s","s","c","c"
"4518","s","sw","s","c","s"
"4519","sw","sw","s","sw","sw"
"4520","s","sw","s","s","sw"
"4521","sw","sw","sw","s","sw"
"4522","sw","sw","s","s","s"
"4523","s","s","sw","sw","s"
"4524","s","s","sw","s","s"
"4525","sw","s","s","s","sw"
"4526","sw","sw","sw","sw","s"
"4527","s","sw","sw","s","s"
"4528","s","s","s","s","s"
"4529","s","s","sw","sw","sw"
"4530","s","s","sw","s","c"
"4531","c","s","c","s","sw"
"4532","sw","sw","s","s","s"
"4533","sw","s","s","c","s"
"4534","s","sw","sw","s","sw"
"4535","sw","sw","s","sw","s"
"4536","sw","s","s","c","s"
"4537","sw","s","s","s","s"
"4538","sw","sw","s","c","s"
"4539","sw","sw","sw","sw","s"
"4540","c","s","s","sw","sw"
"4541","sw","sw","sw","sw","sw"
"4542","s","sw","s","sw","sw"
"4543","sw","sw","sw","s","s"
"4544","sw","sw","s","s","sw"
"4545","sw","sw","s","sw","s"
"4546","s","c","c","s","sw"
"4547","s","sw","sw","s","s"
"4548","s","s","sw","sw","s"
"4549","s","sw","sw","sw","sw"
"4550","sw","s","s","s","sw"
"4551","s","sw","s","s","c"
"4552","c","s","sw","s","sw"
"4553","sw","sw","sw","sw","s"
"4554","c","s","s","s","s"
"4555","s","s","s","sw","s"
"4556","sw","s","s","s","s"
"4557","s","s","s","c","s"
"4558","s","c","s","sw","s"
"4559","sw","sw","s","s","c"
"4560","s","s","s","s","s"
"4561","s","sw","sw","sw","s"
"4562","s","s","c","c","s"
"4563","sw","sw","sw","sw","sw"
"4564","s","sw","sw","s","s"
"4565","s","s","sw","s","c"
"4566","s","sw","s","sw","sw"
"4567","sw","sw","s","s","s"
"4568","s","s","s","sw","s"
"4569","c","c","c","s","sw"
"4570","sw","s","s","s","sw"
"4571","s","s","s","sw","sw"
"4572","sw","sw","sw","s","c"
"4573","s","s","sw","sw","sw"
"4574","sw","s","s","sw","s"
"4575","sw","sw","sw","s","c"
"4576","c","s","c","c","s"
"4577","sw","sw","sw","s","sw"
"4578","sw","s","s","sw","s"
"4579","sw","s","sw","sw","sw"
"4580","sw","sw","sw","sw","s"
"4581","s","s","s","sw","s"
"4582","s","s","s","sw","s"
"4583","sw","s","c","s","sw"
"4584","s","c","s","s","s"
"4585","s","sw","s","s","sw"
"4586","s","s","sw","sw","sw"
"4587","sw","sw","s","s","sw"
"4588","s","sw","sw","sw","sw"
"4589","sw","sw","sw","sw","s"
"4590","s","s","sw","sw","sw"
"4591","sw","sw","s","sw","s"
"4592","c","s","sw","sw","sw"
"4593","s","sw","sw","sw","s"
"4594","sw","sw","sw","sw","s"
"4595","c","s","c","s","s"
"4596","s","sw","s","c","s"
"4597","sw","s","sw","s","s"
"4598","c","s","c","s","s"
"4599","s","sw","sw","sw","sw"
"4600","sw","sw","s","s","s"
"4601","s","s","s","c","s"
"4602","sw","sw","sw","sw","s"
"4603","s","s","sw","sw","sw"
"4604","s","sw","sw","s","c"
"4605","s","sw","s","s","s"
"4606","sw","sw","s","s","s"
"4607","sw","s","sw","sw","s"
"4608","s","s","c","s","sw"
"4609","s","c","s","sw","s"
"4610","sw","sw","sw","sw","sw"
"4611","s","sw","s","s","s"
"4612","s","s","s","s","sw"
"4613","s","s","sw","s","sw"
"4614","sw","sw","sw","sw","sw"
"4615","sw","s","sw","sw","sw"
"4616","s","sw","s","s","s"
"4617","s","sw","s","sw","sw"
"4618","s","sw","s","s","s"
"4619","c","s","c","s","s"
"4620","s","sw","sw","sw","sw"
"4621","s","s","sw","sw","s"
"4622","sw","s","sw","s","s"
"4623","s","sw","s","sw","s"
"4624","sw","s","s","s","sw"
"4625","sw","s","s","sw","s"
"4626","s","s","sw","s","s"
"4627","sw","sw","sw","sw","s"
"4628","sw","s","s","sw","sw"
"4629","sw","s","s","sw","sw"
"4630","sw","sw","sw","s","s"
"4631","s","sw","s","c","s"
"4632","sw","s","sw","s","s"
"4633","s","s","s","s","sw"
"4634","sw","sw","sw","sw","sw"
"4635","sw","s","s","sw","sw"
"4636","sw","s","sw","s","sw"
"4637","s","s","s","s","c"
"4638","c","s","sw","s","c"
"4639","s","sw","sw","sw","s"
"4640","s","s","s","sw","s"
"4641","s","sw","sw","sw","sw"
"4642","sw","sw","s","sw","s"
"4643","s","sw","s","s","s"
"4644","sw","sw","sw","sw","s"
"4645","sw","s","sw","sw","sw"
"4646","s","s","s","sw","s"
"4647","s","c","s","s","s"
"4648","s","sw","sw","sw","sw"
"4649","sw","s","s","s","sw"
"4650","sw","sw","s","s","sw"
"4651","sw","s","sw","sw","sw"
"4652","sw","sw","sw","sw","s"
"4653","c","s","sw","sw","s"
"4654","s","s","sw","sw","s"
"4655","s","s","sw","s","sw"
"4656","sw","s","s","c","s"
"4657","sw","sw","sw","s","s"
"4658","sw","sw","sw","s","s"
"4659","sw","sw","sw","sw","sw"
"4660","sw","sw","s","sw","sw"
"4661","sw","sw","sw","s","sw"
"4662","s","s","sw","s","sw"
"4663","s","sw","sw","s","c"
"4664","s","s","s","s","s"
"4665","sw","sw","s","s","sw"
"4666","s","s","s","s","s"
"4667","c","s","sw","sw","sw"
"4668","sw","sw","s","s","sw"
"4669","sw","sw","s","c","c"
"4670","s","s","s","sw","sw"
"4671","s","s","s","sw","s"
"4672","s","sw","sw","s","sw"
"4673","sw","s","sw","sw","s"
"4674","s","sw","sw","sw","s"
"4675","s","s","s","s","s"
"4676","c","c","s","sw","sw"
"4677","s","sw","sw","sw","sw"
"4678","sw","sw","s","s","s"
"4679","sw","sw","sw","sw","sw"
"4680","sw","sw","sw","s","s"
"4681","s","s","s","c","s"
"4682","sw","s","s","sw","sw"
"4683","sw","s","s","s","s"
"4684","s","sw","sw","sw","sw"
"4685","sw","s","sw","sw","sw"
"4686","s","sw","sw","s","s"
"4687","s","s","sw","s","s"
"4688","s","s","sw","sw","sw"
"4689","sw","s","c","s","s"
"4690","s","sw","sw","s","s"
"4691","sw","s","s","s","sw"
"4692","s","s","s","s","s"
"4693","s","sw","sw","sw","sw"
"4694","sw","sw","sw","s","s"
"4695","c","s","s","sw","sw"
"4696","sw","sw","sw","sw","sw"
"4697","s","s","sw","sw","sw"
"4698","sw","sw","sw","sw","sw"
"4699","s","sw","sw","s","sw"
"4700","sw","sw","sw","sw","s"
"4701","s","c","c","s","sw"
"4702","sw","sw","s","sw","s"
"4703","s","s","c","s","s"
"4704","sw","sw","sw","s","c"
"4705","s","s","s","s","sw"
"4706","s","s","sw","sw","s"
"4707","c","s","sw","sw","sw"
"4708","sw","sw","sw","s","sw"
"4709","sw","sw","s","sw","s"
"4710","sw","s","sw","sw","sw"
"4711","sw","sw","sw","sw","s"
"4712","s","sw","sw","sw","s"
"4713","sw","sw","s","sw","sw"
"4714","sw","s","s","sw","sw"
"4715","sw","s","sw","s","c"
"4716","c","s","sw","sw","sw"
"4717","s","s","s","sw","sw"
"4718","sw","sw","sw","s","sw"
"4719","sw","s","s","sw","sw"
"4720","s","s","sw","sw","sw"
"4721","s","s","sw","s","s"
"4722","s","s","s","s","sw"
"4723","sw","sw","s","s","s"
"4724","s","s","sw","s","s"
"4725","c","s","sw","sw","sw"
"4726","sw","sw","sw","sw","s"
"4727","sw","s","c","s","sw"
"4728","sw","sw","s","s","sw"
"4729","sw","sw","sw","sw","s"
"4730","sw","sw","s","s","sw"
"4731","sw","sw","s","sw","s"
"4732","sw","sw","s","sw","s"
"4733","s","s","s","sw","sw"
"4734","sw","sw","s","sw","s"
"4735","sw","sw","s","s","s"
"4736","sw","s","sw","sw","s"
"4737","s","s","sw","sw","sw"
"4738","s","s","sw","s","s"
"4739","sw","s","c","s","s"
"4740","sw","sw","s","sw","s"
"4741","s","sw","sw","sw","sw"
"4742","s","s","s","c","s"
"4743","s","s","s","s","s"
"4744","s","sw","sw","sw","sw"
"4745","sw","sw","s","s","sw"
"4746","sw","sw","sw","s","s"
"4747","s","sw","sw","s","s"
"4748","s","s","sw","s","c"
"4749","c","c","s","sw","sw"
"4750","sw","s","s","c","s"
"4751","c","c","s","s","sw"
"4752","sw","sw","sw","sw","sw"
"4753","s","s","sw","sw","sw"
"4754","sw","sw","s","s","sw"
"4755","sw","s","sw","sw","sw"
"4756","sw","sw","s","s","sw"
"4757","sw","s","s","sw","sw"
"4758","s","s","s","sw","sw"
"4759","sw","sw","sw","s","c"
"4760","s","sw","sw","sw","sw"
"4761","sw","s","s","sw","sw"
"4762","s","s","sw","sw","s"
"4763","s","sw","sw","sw","s"
"4764","s","c","c","s","c"
"4765","s","s","s","sw","s"
"4766","sw","sw","sw","s","sw"
"4767","sw","s","s","sw","sw"
"4768","sw","sw","sw","sw","s"
"4769","s","s","s","s","sw"
"4770","s","s","s","s","sw"
"4771","s","s","s","sw","sw"
"4772","s","s","sw","s","sw"
"4773","sw","sw","s","s","s"
"4774","s","s","sw","sw","s"
"4775","c","s","s","s","s"
"4776","s","s","s","s","c"
"4777","s","s","c","s","sw"
"4778","s","sw","sw","sw","s"
"4779","s","s","sw","sw","s"
"4780","sw","s","c","s","s"
"4781","s","s","sw","s","s"
"4782","s","sw","sw","s","sw"
"4783","s","sw","sw","sw","s"
"4784","sw","s","s","sw","sw"
"4785","s","sw","sw","s","sw"
"4786","sw","sw","sw","sw","s"
"4787","s","s","s","s","sw"
"4788","sw","s","sw","sw","sw"
"4789","sw","sw","sw","sw","sw"
"4790","s","sw","sw","sw","s"
"4791","s","sw","sw","sw","s"
"4792","c","s","sw","s","s"
"4793","s","sw","sw","sw","s"
"4794","s","sw","sw","sw","s"
"4795","s","s","s","s","sw"
"4796","s","s","c","s","s"
"4797","s","sw","s","sw","sw"
"4798","s","s","sw","s","s"
"4799","sw","sw","sw","sw","sw"
"4800","sw","s","s","sw","sw"
"4801","sw","s","s","s","s"
"4802","sw","sw","sw","s","sw"
"4803","sw","sw","s","sw","s"
"4804","sw","s","s","s","s"
"4805","s","s","s","c","s"
"4806","sw","sw","sw","sw","sw"
"4807","sw","sw","s","sw","s"
"4808","s","sw","sw","sw","sw"
"4809","s","s","s","sw","sw"
"4810","sw","s","sw","sw","s"
"4811","sw","s","sw","s","s"
"4812","sw","s","s","sw","sw"
"4813","s","c","s","s","s"
"4814","sw","s","sw","sw","sw"
"4815","sw","s","sw","sw","sw"
"4816","sw","s","s","c","c"
"4817","s","sw","sw","s","s"
"4818","sw","s","s","s","s"
"4819","s","s","sw","sw","sw"
"4820","sw","s","s","sw","sw"
"4821","sw","sw","sw","sw","sw"
"4822","s","s","sw","s","s"
"4823","s","c","s","s","c"
"4824","s","c","c","s","s"
"4825","c","s","s","s","s"
"4826","s","sw","s","sw","s"
"4827","s","s","s","s","s"
"4828","s","s","s","sw","s"
"4829","s","s","sw","s","s"
"4830","sw","s","s","s","c"
"4831","c","s","s","sw","sw"
"4832","sw","sw","s","s","s"
"4833","sw","sw","sw","sw","sw"
"4834","sw","sw","sw","sw","s"
"4835","s","s","s","s","s"
"4836","s","sw","sw","sw","sw"
"4837","s","s","s","sw","sw"
"4838","sw","s","s","sw","sw"
"4839","s","s","s","s","c"
"4840","c","c","s","sw","s"
"4841","c","s","sw","sw","sw"
"4842","sw","sw","s","sw","sw"
"4843","s","s","s","sw","s"
"4844","sw","s","s","s","s"
"4845","s","sw","s","s","s"
"4846","sw","s","s","s","s"
"4847","sw","sw","sw","s","sw"
"4848","s","sw","s","sw","sw"
"4849","sw","sw","s","sw","s"
"4850","sw","sw","sw","sw","sw"
"4851","s","s","s","s","s"
"4852","s","s","s","s","sw"
"4853","s","sw","s","s","sw"
"4854","sw","sw","sw","s","s"
"4855","c","c","s","s","s"
"4856","sw","sw","sw","sw","s"
"4857","s","c","c","s","s"
"4858","s","sw","sw","sw","sw"
"4859","s","s","sw","sw","s"
"4860","s","s","s","s","s"
"4861","s","s","s","s","s"
"4862","sw","s","s","s","s"
"4863","s","sw","s","s","s"
"4864","s","c","c","s","s"
"4865","s","sw","sw","sw","s"
"4866","s","s","sw","s","s"
"4867","s","s","c","s","s"
"4868","c","c","s","s","s"
"4869","s","s","s","s","sw"
"4870","sw","s","s","sw","s"
"4871","s","s","sw","s","sw"
"4872","sw","s","sw","s","sw"
"4873","sw","s","sw","sw","sw"
"4874","s","s","sw","sw","sw"
"4875","sw","s","s","sw","s"
"4876","s","s","sw","sw","s"
"4877","c","s","s","sw","sw"
"4878","s","s","s","s","s"
"4879","s","sw","s","c","c"
"4880","c","c","s","sw","s"
"4881","s","c","s","c","s"
"4882","sw","s","sw","s","sw"
"4883","sw","s","s","s","s"
"4884","s","s","s","s","s"
"4885","sw","sw","sw","sw","sw"
"4886","sw","sw","sw","s","s"
"4887","s","sw","sw","sw","s"
"4888","sw","sw","s","s","c"
"4889","s","s","s","s","s"
"4890","c","c","s","s","c"
"4891","s","sw","s","s","sw"
"4892","s","sw","sw","sw","s"
"4893","sw","sw","sw","sw","sw"
"4894","sw","sw","s","s","sw"
"4895","sw","s","c","s","s"
"4896","sw","sw","sw","s","s"
"4897","s","c","s","sw","sw"
"4898","s","sw","s","s","c"
"4899","s","sw","s","s","s"
"4900","s","sw","sw","sw","sw"
"4901","sw","sw","sw","sw","sw"
"4902","sw","sw","sw","s","s"
"4903","s","s","sw","sw","sw"
"4904","s","sw","sw","s","s"
"4905","s","sw","sw","sw","sw"
"4906","sw","sw","sw","sw","sw"
"4907","s","s","sw","sw","s"
"4908","s","sw","sw","sw","sw"
"4909","s","sw","s","sw","sw"
"4910","s","s","s","sw","s"
"4911","s","sw","sw","s","sw"
"4912","sw","sw","sw","sw","sw"
"4913","sw","s","c","c","s"
"4914","s","sw","s","sw","sw"
"4915","s","s","s","s","c"
"4916","s","c","s","s","s"
"4917","s","c","s","s","sw"
"4918","sw","sw","sw","s","sw"
